policy number,Policy Effective Date,Vehicle number,Unique_ID,Rate Class,Driver Record,Territory (categorical),Territory,BI Limit,Blend Min & Maj Market Convictions for Model,# Criminal Code Convictions W/I 4 Years,# At-Fault Claims w/I 3 yrs for Market Principal,
A00-033617,2022-11-01 0:01,1,033617-1-1,1,5,Calgary,1,1000000,0,0,0,
A00-033618,2022-11-01 0:01,2,033618-2-1,1,6,Edmonton,1A,0,0,0,0,
A00-033619,2022-11-01 0:01,1,033619-1-1,1,8,Edmonton,1A,1000000,0,0,0,
A00-033620,2022-11-01 0:01,2,033620-2-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-033621,2022-11-24 0:01,1,033621-1-2,2,5,Calgary,1,1000000,0,0,0,
A00-033622,2022-11-19 0:01,1,033622-1-1,1,9,Edmonton,1A,2000000,0,0,0,
A00-033622,2022-11-19 0:01,2,033622-2-1,1,9,Edmonton,1A,2000000,0,0,0,
A00-033623,2022-11-10 0:01,1,033623-1-3,3,1,Edmonton,1A,1000000,0,0,0,
A00-033623,2022-11-10 0:01,4,033623-4-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-033625,2022-11-20 0:01,1,033625-1-3,3,3,Edmonton,1A,1000000,0,0,0,
A00-033625,2022-11-20 0:01,2,033625-2-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-033628,2022-11-07 0:01,1,033628-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-033628,2022-11-07 0:01,2,033628-2-2,2,8,Edmonton,1A,1000000,0,0,0,
A00-033630,2022-11-05 0:01,2,033630-2-1,1,3,Edmonton,1A,1000000,0,0,0,
A00-033630,2022-11-05 0:01,3,033630-3-1,1,3,Edmonton,1A,1000000,0,0,0,
A00-033631,2022-11-15 0:01,1,033631-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-033632,2022-11-05 0:01,2,033632-2-1,1,2,Edmonton,1A,1000000,0,0,1,
A00-033632,2022-11-05 0:01,3,033632-3-1,1,7,Edmonton,1A,1000000,0,0,0,
A00-033633,2022-11-05 0:01,1,033633-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-033634,2022-11-05 0:01,4,033634-4-3,3,1,Edmonton,1A,1000000,0,0,0,
A00-033636,2022-11-05 0:01,3,033636-3-1,1,7,Edmonton,1A,1000000,0,0,0,
A00-033636,2022-11-05 0:01,4,033636-4-2,2,3,Edmonton,1A,1000000,0,0,0,
A00-033636,2022-11-05 0:01,4,033636-4-6,6,3,Edmonton,1A,1000000,0,0,0,
A00-033637,2022-11-05 0:01,1,033637-1-1,1,9,Calgary,1,1000000,0,0,0,
A00-033638,2022-11-05 0:01,7,033638-7-1,1,9,Calgary,1,2000000,0,0,0,
A00-033638,2022-11-05 0:01,8,033638-8-2,2,9,Calgary,1,2000000,0,0,0,
A00-033643,2022-11-05 0:01,5,033643-5-1,1,1,Edmonton,1A,1000000,0,0,1,
A00-033643,2022-11-05 0:01,12,033643-12-1,1,1,Edmonton,1A,1000000,0,0,1,
A00-033643,2022-11-05 0:01,14,033643-14-1,1,1,Edmonton,1A,1000000,0,0,1,
A00-033644,2022-11-06 0:01,1,033644-1-1,1,3,Edmonton,1A,1000000,0,0,0,
A00-033644,2022-11-06 0:01,2,033644-2-1,1,1,Edmonton,1A,1000000,0,0,0,
A00-033645,2022-11-06 0:01,2,033645-2-7,7,4,Calgary,1,1000000,0,0,0,
A00-033645,2022-11-06 0:01,3,033645-3-3,3,1,Calgary,1,1000000,0,0,0,
A00-033646,2022-11-07 0:01,1,033646-1-1,1,9,Calgary,1,1000000,0,0,0,
A00-033648,2022-11-08 0:01,2,033648-2-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-033649,2022-12-01 0:01,2,033649-2-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-033649,2022-12-01 0:01,3,033649-3-7,7,8,Edmonton,1A,1000000,0,0,0,
A00-033651,2022-11-06 0:01,5,033651-5-2,2,6,Edmonton,1A,1000000,0,0,0,
A00-033652,2022-11-06 0:01,1,033652-1-1,1,3,Edmonton,1A,1000000,0,0,0,
A00-033652,2022-11-06 0:01,2,033652-2-1,1,3,Edmonton,1A,0,0,0,0,
A00-033654,2022-11-29 0:01,1,033654-1-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-033654,2022-11-29 0:01,2,033654-2-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-033655,2022-11-07 0:01,1,033655-1-3,3,1,Edmonton,1A,1000000,0,0,0,
A00-033655,2022-11-07 0:01,2,033655-2-1,1,2,Edmonton,1A,1000000,0,0,0,
A00-033659,2022-11-08 0:01,1,033659-1-1,1,1,Edmonton,1A,1000000,0,0,1,
A00-033661,2022-11-06 0:01,1,033661-1-1,1,3,Edmonton,1A,1000000,0,0,0,
A00-033662,2022-11-06 0:01,3,033662-3-2,2,6,Rest of Alberta,3,1000000,0,0,0,
A00-033663,2022-11-07 0:01,1,033663-1-3,3,1,Edmonton,1A,1000000,2,0,2,
A00-033664,2022-11-07 0:01,1,033664-1-3,3,1,Edmonton,1A,1000000,0,0,0,
A00-033664,2022-11-07 0:01,3,033664-3-1,1,2,Edmonton,1A,1000000,0,0,0,
A00-033665,2022-11-07 0:01,1,033665-1-19,19,4,Calgary,1,1000000,0,0,0,
A00-033668,2022-11-26 0:01,2,033668-2-1,1,5,Rest of Alberta,3,0,0,0,0,
A00-033670,2022-11-07 0:01,2,033670-2-2,2,0,Edmonton,1A,1000000,0,0,2,
A00-033671,2022-11-08 0:01,2,033671-2-2,2,3,Edmonton,1A,1000000,0,0,0,
A00-033672,2022-12-06 0:01,1,033672-1-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-033673,2022-11-08 0:01,2,033673-2-2,2,5,Edmonton,1A,2000000,0,0,0,
A00-033674,2022-11-26 0:01,1,033674-1-2,2,5,Edmonton,1A,1000000,0,0,0,
A00-033675,2022-11-08 0:01,1,033675-1-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-033676,2022-11-08 0:01,3,033676-3-3,3,3,Edmonton,1A,1000000,0,0,0,
A00-033676,2022-11-08 0:01,5,033676-5-2,2,3,Edmonton,1A,1000000,0,0,0,
A00-033677,2022-11-08 0:01,3,033677-3-1,1,9,Calgary,1,1000000,0,0,0,
A00-033678,2022-11-08 0:01,2,033678-2-2,2,9,Northern Region,2,1000000,0,0,0,
A00-033678,2022-11-08 0:01,4,033678-4-1,1,9,Northern Region,2,1000000,0,0,0,
A00-033679,2022-11-09 0:01,1,033679-1-3,3,3,Edmonton,1A,1000000,0,0,0,
A00-033679,2022-11-09 0:01,2,033679-2-2,2,7,Edmonton,1A,1000000,0,0,0,
A00-033681,2022-11-09 0:01,2,033681-2-1,1,7,Edmonton,1A,1000000,0,0,0,
A00-033682,2022-11-08 0:01,1,033682-1-1,1,4,Edmonton,1A,1000000,0,0,0,
A00-033683,2022-11-09 0:01,1,033683-1-1,1,9,Edmonton,1A,2000000,0,0,0,
A00-033683,2022-11-09 0:01,2,033683-2-1,1,9,Edmonton,1A,2000000,0,0,0,
A00-033684,2022-11-08 0:01,3,033684-3-3,3,3,Rest of Alberta,3,1000000,0,0,0,
A00-033685,2022-11-08 0:01,1,033685-1-1,1,5,Edmonton,1A,1000000,0,0,0,
A00-033686,2022-11-08 0:01,1,033686-1-1,1,9,Edmonton,1A,2000000,0,0,0,
A00-033687,2022-11-09 0:01,2,033687-2-1,1,3,Rest of Alberta,3,1000000,0,0,0,
A00-033688,2022-11-08 0:01,1,033688-1-2,2,5,Edmonton,1A,1000000,0,0,0,
A00-033689,2022-11-11 0:01,3,033689-3-2,2,6,Edmonton,1A,1000000,0,0,0,
A00-033691,2022-11-11 0:01,2,033691-2-2,2,3,Edmonton,1A,1000000,0,0,0,
A00-033693,2022-11-12 0:01,1,033693-1-2,2,4,Edmonton,1A,1000000,0,0,0,
A00-033694,2022-11-12 0:01,2,033694-2-1,1,6,Rest of Alberta,3,1000000,0,0,0,
A00-033695,2022-11-12 0:01,1,033695-1-1,1,4,Edmonton,1A,1000000,0,0,0,
A00-033696,2022-12-05 0:01,1,033696-1-1,1,9,Calgary,1,1000000,0,0,0,
A00-033697,2022-11-15 0:01,1,033697-1-2,2,5,Edmonton,1A,1000000,0,0,0,
A00-033697,2022-11-15 0:01,2,033697-2-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-033699,2022-11-12 0:01,2,033699-2-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-033701,2022-11-15 0:01,2,033701-2-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-033701,2022-11-15 0:01,5,033701-5-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-033702,2022-11-13 0:01,3,033702-3-1,1,9,Calgary,1,2000000,1,0,0,
A00-033703,2022-11-12 0:01,1,033703-1-1,1,6,Rest of Alberta,3,1000000,0,0,0,
A00-033704,2022-11-12 0:01,1,033704-1-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-033705,2022-11-12 0:01,2,033705-2-2,2,3,Edmonton,1A,1000000,0,0,0,
A00-033708,2022-11-12 0:01,2,033708-2-1,1,6,Rest of Alberta,3,1000000,0,0,0,
A00-033711,2022-11-13 0:01,3,033711-3-1,1,4,Edmonton,1A,1000000,0,0,0,
A00-033713,2022-11-13 0:01,1,033713-1-3,3,1,Edmonton,1A,1000000,0,0,0,
A00-033713,2022-11-13 0:01,2,033713-2-2,2,4,Edmonton,1A,1000000,0,0,0,
A00-033716,2022-12-01 0:01,2,033716-2-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-033720,2022-11-14 0:01,1,033720-1-1,1,7,Edmonton,1A,1000000,0,0,0,
A00-033721,2022-11-14 0:01,2,033721-2-1,1,8,Edmonton,1A,1000000,0,0,0,
A00-033723,2022-11-14 0:01,1,033723-1-19,19,6,Rest of Alberta,3,1000000,0,0,0,
A00-033724,2022-11-14 0:01,1,033724-1-11,11,3,Edmonton,1A,1000000,0,0,0,
A00-033727,2022-11-20 0:01,1,033727-1-1,1,5,Rest of Alberta,3,0,0,0,0,
A00-033729,2022-11-15 0:01,1,033729-1-2,2,9,Calgary,1,2000000,0,0,0,
A00-033730,2022-11-17 0:01,6,033730-6-3,3,8,Rest of Alberta,3,1000000,0,0,0,
A00-033730,2022-11-17 0:01,7,033730-7-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-033731,2022-11-17 0:01,1,033731-1-1,1,9,Calgary,1,1000000,0,0,0,
A00-033733,2022-11-15 0:01,1,033733-1-1,1,6,Rest of Alberta,3,1000000,0,0,0,
A00-033733,2022-11-15 0:01,2,033733-2-3,3,1,Rest of Alberta,3,1000000,0,0,0,
A00-033734,2022-11-15 0:01,1,033734-1-2,2,9,Calgary,1,2000000,0,0,0,
A00-033735,2022-11-15 0:01,1,033735-1-7,7,5,Edmonton,1A,1000000,0,0,0,
A00-033735,2022-11-15 0:01,2,033735-2-2,2,3,Edmonton,1A,1000000,0,0,0,
A00-033737,2022-12-10 0:01,1,033737-1-1,1,7,Edmonton,1A,1000000,0,0,0,
A00-033737,2022-12-10 0:01,2,033737-2-1,1,7,Edmonton,1A,1000000,0,0,0,
A00-033738,2022-11-15 0:01,2,033738-2-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-033739,2022-11-15 0:01,2,033739-2-1,1,9,Rest of Alberta,3,2000000,0,0,0,
A00-033740,2022-11-15 0:01,4,033740-4-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-033740,2022-11-15 0:01,7,033740-7-2,2,9,Rest of Alberta,3,1000000,0,0,0,
A00-033740,2022-11-15 0:01,8,033740-8-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-033742,2022-11-15 0:01,1,033742-1-3,3,1,Edmonton,1A,1000000,0,0,0,
A00-033743,2022-11-18 0:01,5,033743-5-2,2,9,Rest of Alberta,3,1000000,0,0,0,
A00-033744,2022-11-17 0:01,2,033744-2-1,1,5,Northern Region,2,1000000,0,0,0,
A00-033746,2022-11-16 0:01,1,033746-1-1,1,6,Edmonton,1A,2000000,0,0,0,
A00-033746,2022-11-16 0:01,5,033746-5-2,2,7,Edmonton,1A,2000000,0,0,0,
A00-033746,2022-11-16 0:01,6,033746-6-1,1,7,Edmonton,1A,2000000,0,0,0,
A00-033748,2022-11-18 0:01,4,033748-4-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-033748,2022-11-18 0:01,5,033748-5-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-033749,2022-11-25 0:01,1,033749-1-2,2,6,Edmonton,1A,1000000,0,0,0,
A00-033752,2022-11-20 0:01,1,033752-1-2,2,9,Calgary,1,1000000,0,0,0,
A00-033753,2022-11-18 0:01,4,033753-4-3,3,2,Edmonton,1A,1000000,0,0,0,
A00-033754,2022-11-18 0:01,3,033754-3-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-033755,2022-11-28 0:01,3,033755-3-1,1,8,Calgary,1,1000000,0,0,0,
A00-033755,2022-11-28 0:01,4,033755-4-1,1,6,Calgary,1,1000000,0,0,1,
A00-033757,2022-11-28 0:01,1,033757-1-1,1,6,Edmonton,1A,2000000,0,0,0,
A00-033757,2022-11-28 0:01,2,033757-2-1,1,4,Edmonton,1A,2000000,0,0,0,
A00-033758,2022-11-18 0:01,2,033758-2-13,13,3,Edmonton,1A,0,0,0,0,
A00-033758,2022-11-18 0:01,17,033758-17-13,13,3,Edmonton,1A,0,0,0,0,
A00-033758,2022-11-18 0:01,18,033758-18-13,13,3,Edmonton,1A,1000000,0,0,0,
A00-033759,2022-11-19 0:01,3,033759-3-2,2,8,Edmonton,1A,1000000,0,0,0,
A00-033760,2022-11-19 0:01,1,033760-1-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-033760,2022-11-19 0:01,2,033760-2-1,1,6,Edmonton,1A,0,0,0,0,
A00-033761,2022-11-18 0:01,3,033761-3-3,3,3,Edmonton,1A,2000000,0,0,0,
A00-033762,2022-11-20 0:01,1,033762-1-2,2,6,Edmonton,1A,2000000,0,0,0,
A00-033763,2022-11-19 0:01,1,033763-1-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-033765,2022-11-20 0:01,3,033765-3-2,2,8,Edmonton,1A,1000000,0,0,0,
A00-033765,2022-11-20 0:01,4,033765-4-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-033766,2022-11-19 0:01,1,033766-1-1,1,3,Edmonton,1A,1000000,0,0,0,
A00-033767,2022-11-19 0:01,1,033767-1-7,7,6,Edmonton,1A,1000000,0,0,0,
A00-033767,2022-11-19 0:01,2,033767-2-1,1,5,Edmonton,1A,1000000,0,0,0,
A00-033770,2022-12-02 0:01,2,033770-2-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-033771,2022-11-24 0:01,1,033771-1-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-033772,2022-11-19 0:01,1,033772-1-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-033774,2022-11-19 0:01,1,033774-1-1,1,3,Rest of Alberta,3,1000000,0,0,0,
A00-033774,2022-11-19 0:01,2,033774-2-1,1,3,Rest of Alberta,3,1000000,0,0,0,
A00-033775,2022-11-19 0:01,1,033775-1-1,1,3,Edmonton,1A,1000000,0,0,0,
A00-033776,2022-11-19 0:01,2,033776-2-3,3,2,Edmonton,1A,1000000,0,0,0,
A00-033777,2022-11-22 0:01,1,033777-1-1,1,6,Rest of Alberta,3,1000000,0,0,0,
A00-033777,2022-11-22 0:01,2,033777-2-1,1,6,Rest of Alberta,3,1000000,0,0,0,
A00-033779,2022-11-19 0:01,1,033779-1-1,1,6,Edmonton,1A,1000000,1,0,0,
A00-033779,2022-11-19 0:01,2,033779-2-1,1,8,Edmonton,1A,1000000,0,0,0,
A00-033781,2022-11-20 0:01,2,033781-2-3,3,9,Edmonton,1A,1000000,0,0,0,
A00-033782,2022-11-21 0:01,1,033782-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-033782,2022-11-21 0:01,3,033782-3-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-033782,2022-11-21 0:01,4,033782-4-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-033782,2022-11-21 0:01,5,033782-5-2,2,9,Edmonton,1A,0,0,0,0,
A00-033783,2022-11-27 0:01,1,033783-1-1,1,9,Northern Region,2,2000000,0,0,0,
A00-033784,2022-11-22 0:01,3,033784-3-1,1,9,Calgary,1,1000000,0,0,0,
A00-033785,2022-11-20 0:01,2,033785-2-1,1,3,Edmonton,1A,1000000,0,0,0,
A00-033785,2022-11-20 0:01,3,033785-3-1,1,3,Edmonton,1A,0,0,0,0,
A00-033786,2022-11-21 0:01,1,033786-1-1,1,2,Edmonton,1A,1000000,0,0,1,
A00-033787,2022-11-22 0:01,1,033787-1-1,1,8,Calgary,1,1000000,0,0,0,
A00-033788,2022-11-20 0:01,1,033788-1-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-033789,2022-11-20 0:01,2,033789-2-1,1,6,Rest of Alberta,3,1000000,0,0,0,
A00-033790,2022-11-20 0:01,1,033790-1-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-033792,2022-11-20 0:01,1,033792-1-19,19,3,Edmonton,1A,1000000,0,0,0,
A00-033794,2022-11-20 0:01,1,033794-1-1,1,5,Edmonton,1A,1000000,0,0,0,
A00-033795,2022-11-21 0:01,1,033795-1-1,1,5,Rest of Alberta,3,2000000,0,0,0,
A00-033797,2022-11-26 0:01,1,033797-1-1,1,5,Edmonton,1A,2000000,0,0,0,
A00-033797,2022-11-26 0:01,2,033797-2-1,1,3,Edmonton,1A,2000000,0,0,0,
A00-033798,2022-11-21 0:01,1,033798-1-2,2,9,Rest of Alberta,3,2000000,0,0,0,
A00-033800,2022-12-02 0:01,1,033800-1-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-033802,2022-11-21 0:01,2,033802-2-2,2,2,Edmonton,1A,1000000,0,0,0,
A00-033802,2022-11-21 0:01,3,033802-3-1,1,2,Edmonton,1A,1000000,0,0,0,
A00-033803,2022-11-21 0:01,1,033803-1-2,2,9,Rest of Alberta,3,1000000,0,0,0,
A00-033806,2022-11-23 0:01,1,033806-1-2,2,8,Edmonton,1A,1000000,0,0,0,
A00-033808,2022-11-21 0:01,1,033808-1-5,5,1,Edmonton,1A,2000000,0,0,0,
A00-033808,2022-11-21 0:01,1,033808-1-1,1,9,Edmonton,1A,2000000,0,0,0,
A00-033810,2022-11-22 0:01,1,033810-1-1,1,8,Edmonton,1A,1000000,0,0,0,
A00-033810,2022-11-22 0:01,2,033810-2-1,1,4,Edmonton,1A,1000000,0,0,0,
A00-033811,2022-11-25 0:01,1,033811-1-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-033812,2022-11-22 0:01,2,033812-2-1,1,9,Calgary,1,1000000,0,0,0,
A00-033812,2022-11-22 0:01,3,033812-3-2,2,6,Calgary,1,1000000,0,0,0,
A00-033814,2022-11-22 0:01,1,033814-1-2,2,8,Edmonton,1A,1000000,0,0,0,
A00-033815,2022-11-22 0:01,1,033815-1-7,7,9,Edmonton,1A,1000000,0,0,0,
A00-033816,2022-11-22 0:01,1,033816-1-2,2,9,Edmonton,1A,2000000,0,0,0,
A00-033817,2022-11-22 0:01,1,033817-1-2,2,6,Edmonton,1A,1000000,0,0,0,
A00-033819,2022-11-22 0:01,1,033819-1-2,2,7,Edmonton,1A,1000000,0,0,0,
A00-033820,2022-11-24 0:01,2,033820-2-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-033820,2022-11-24 0:01,3,033820-3-1,1,5,Edmonton,1A,1000000,0,0,0,
A00-033821,2022-11-22 0:01,1,033821-1-2,2,6,Edmonton,1A,1000000,0,0,0,
A00-033822,2022-11-22 0:01,1,033822-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-033823,2022-11-22 0:01,5,033823-5-1,1,8,Calgary,1,1000000,0,0,0,
A00-033823,2022-11-22 0:01,6,033823-6-2,2,8,Calgary,1,1000000,0,0,0,
A00-033824,2022-11-24 0:01,1,033824-1-2,2,7,Northern Region,2,1000000,0,0,0,
A00-033824,2022-11-24 0:01,4,033824-4-2,2,7,Northern Region,2,0,0,0,0,
A00-033826,2022-11-22 0:01,1,033826-1-2,2,6,Edmonton,1A,1000000,0,0,0,
A00-033827,2022-11-23 0:01,1,033827-1-2,2,9,Calgary,1,2000000,0,0,0,
A00-033828,2022-12-01 0:01,1,033828-1-1,1,9,Rest of Alberta,3,2000000,0,0,0,
A00-033829,2022-11-25 0:01,1,033829-1-2,2,9,Calgary,1,1000000,0,0,0,
A00-033831,2022-12-01 0:01,1,033831-1-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-033832,2022-11-25 0:01,3,033832-3-1,1,4,Edmonton,1A,1000000,0,0,0,
A00-033833,2022-11-29 0:01,3,033833-3-2,2,9,Rest of Alberta,3,2000000,0,0,0,
A00-033835,2022-12-01 0:01,1,033835-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-033835,2022-12-01 0:01,2,033835-2-1,1,7,Edmonton,1A,1000000,0,0,0,
A00-033838,2022-12-10 0:01,1,033838-1-1,1,5,Edmonton,1A,1000000,0,0,0,
A00-033839,2022-11-28 0:01,2,033839-2-1,1,9,Calgary,1,1000000,0,0,0,
A00-033841,2022-12-01 0:01,1,033841-1-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-033841,2022-12-01 0:01,2,033841-2-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-033842,2022-10-31 0:01,1,033842-1-2,2,6,Edmonton,1A,1000000,0,0,0,
A00-033844,2022-11-26 0:01,1,033844-1-2,2,9,Rest of Alberta,3,1000000,0,0,0,
A00-033845,2022-12-01 0:01,1,033845-1-1,1,9,Edmonton,1A,2000000,0,0,0,
A00-033846,2022-12-08 0:01,1,033846-1-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-033846,2022-12-08 0:01,2,033846-2-1,1,3,Edmonton,1A,1000000,0,0,0,
A00-033847,2022-11-26 0:01,1,033847-1-2,2,5,Edmonton,1A,1000000,0,0,0,
A00-033848,2022-11-27 0:01,2,033848-2-2,2,9,Rest of Alberta,3,1000000,0,0,0,
A00-033849,2022-11-26 0:01,1,033849-1-2,2,3,Edmonton,1A,1000000,0,0,0,
A00-033850,2022-12-01 0:01,1,033850-1-1,1,9,Calgary,1,1000000,0,0,0,
A00-033851,2022-11-26 0:01,3,033851-3-1,1,3,Edmonton,1A,1000000,0,0,0,
A00-033853,2022-11-26 0:01,6,033853-6-1,1,6,Edmonton,1A,2000000,0,0,0,
A00-033854,2022-12-14 0:01,1,033854-1-3,3,5,Rest of Alberta,3,1000000,0,0,0,
A00-033854,2022-12-14 0:01,2,033854-2-1,1,5,Rest of Alberta,3,1000000,0,0,0,
A00-033855,2022-12-01 0:01,2,033855-2-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-033855,2022-12-01 0:01,3,033855-3-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-033856,2022-11-26 0:01,1,033856-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-033857,2022-11-26 0:01,1,033857-1-2,2,5,Edmonton,1A,1000000,1,0,1,
A00-033857,2022-11-26 0:01,2,033857-2-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-033857,2022-11-26 0:01,3,033857-3-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-033858,2022-12-01 0:01,2,033858-2-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-033858,2022-12-01 0:01,3,033858-3-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-033860,2022-11-26 0:01,2,033860-2-11,11,3,Edmonton,1A,0,1,0,0,
A00-033860,2022-11-26 0:01,3,033860-3-11,11,3,Edmonton,1A,1000000,1,0,0,
A00-033862,2022-01-05 0:01,4,033862-4-1,1,9,Edmonton,1A,2000000,0,0,0,
A00-033863,2022-11-27 0:01,2,033863-2-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-033864,2022-11-27 0:01,2,033864-2-1,1,9,Calgary,1,1000000,0,0,0,
A00-033864,2022-11-27 0:01,3,033864-3-1,1,9,Calgary,1,1000000,0,0,0,
A00-033865,2022-11-27 0:01,1,033865-1-12,12,3,Rest of Alberta,3,1000000,1,0,0,
A00-033866,2022-11-29 0:01,2,033866-2-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-033867,2022-11-27 0:01,1,033867-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-033868,2022-11-29 0:01,1,033868-1-1,1,6,Northern Region,2,1000000,0,0,0,
A00-033870,2022-12-01 0:01,1,033870-1-7,7,4,Edmonton,1A,1000000,0,0,0,
A00-033872,2022-11-28 0:01,2,033872-2-1,1,8,Edmonton,1A,1000000,0,0,0,
A00-033873,2022-11-28 0:01,1,033873-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-033875,2022-12-01 0:01,1,033875-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-033877,2022-12-12 0:01,1,033877-1-1,1,3,Calgary,1,1000000,0,0,0,
A00-033877,2022-12-12 0:01,2,033877-2-2,2,9,Rest of Alberta,3,1000000,0,0,0,
A00-033878,2022-12-01 0:01,2,033878-2-1,1,9,Rest of Alberta,3,1000000,0,0,0,
A00-033879,2022-11-28 0:01,1,033879-1-1,1,9,Edmonton,1A,2000000,0,0,0,
A00-033881,2022-11-28 0:01,1,033881-1-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-033882,2022-11-29 0:01,2,033882-2-2,2,7,Edmonton,1A,1000000,0,0,0,
A00-033883,2022-11-29 0:01,1,033883-1-1,1,8,Calgary,1,1000000,0,0,0,
A00-033884,2022-11-28 0:01,1,033884-1-2,2,3,Edmonton,1A,1000000,0,0,0,
A00-033884,2022-11-28 0:01,2,033884-2-3,3,1,Edmonton,1A,1000000,0,0,0,
A00-033885,2022-11-28 0:01,1,033885-1-1,1,1,Edmonton,1A,1000000,0,0,0,
A00-033885,2022-11-28 0:01,2,033885-2-1,1,2,Edmonton,1A,0,0,0,1,
A00-033886,2022-12-20 0:01,1,033886-1-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-033887,2022-11-29 0:01,3,033887-3-1,1,6,Edmonton,1A,1000000,0,0,0,
A00-033889,2022-12-01 0:01,1,033889-1-1,1,5,Edmonton,1A,1000000,0,0,1,
A00-033889,2022-12-01 0:01,2,033889-2-1,1,5,Edmonton,1A,1000000,0,0,1,
A00-033889,2022-12-01 0:01,3,033889-3-2,2,5,Edmonton,1A,1000000,0,0,1,
A00-033890,2022-11-29 0:01,1,033890-1-2,2,9,Calgary,1,1000000,0,0,0,
A00-033891,2022-12-14 0:01,1,033891-1-2,2,9,Edmonton,1A,2000000,0,0,0,
A00-033892,2022-12-02 0:01,1,033892-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-033893,2022-11-29 0:01,4,033893-4-1,1,6,Rest of Alberta,3,1000000,0,0,0,
A00-033894,2022-12-01 0:01,1,033894-1-1,1,9,Calgary,1,1000000,0,0,0,
A00-033895,2022-12-01 0:01,2,033895-2-19,19,6,Calgary,1,2000000,0,0,0,
A00-033895,2022-12-01 0:01,3,033895-3-2,2,9,Edmonton,1A,2000000,0,0,0,
A00-033896,2022-12-03 0:01,3,033896-3-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-033898,2022-12-31 0:01,1,033898-1-2,2,9,Edmonton,1A,1000000,0,0,0,
A00-033900,2022-11-30 0:01,1,033900-1-1,1,6,Rest of Alberta,3,1000000,0,0,0,
A00-033900,2022-11-30 0:01,3,033900-3-1,1,6,Rest of Alberta,3,1000000,0,0,0,
A00-033902,2022-12-01 0:01,1,033902-1-1,1,9,Edmonton,1A,1000000,0,0,0,
A00-033903,2022-12-01 0:01,1,033903-1-1,1,9,Edmonton,1A,1000000,0,0,0,
