Driver Record,Territory,Grid Step,Number of  Minor Convictions,Number of Major Convictions,# Criminal Code Convictions,Number of At Fault Claims,Claim Amount,NumGen,Claim Amount Gen
9,TheWall,-15,2,2,0,2,72900,0.047,3438.301514
6,HighGarden,0,0,0,0,0,1000,0.434,433.7326258
8,HighGarden,-8,2,2,0,2,72200,0.383,27668.88393
3,TheWall,-5,1,1,0,1,36700,0.385,14130.24925
9,TheWall,-14,2,2,0,2,72800,0.076,5527.884824
9,Dorn,-15,2,2,0,2,72900,0.019,1406.971968
6,Dorn,-6,2,2,0,2,72000,0.917,66026.85009
6,TheWall,-15,2,2,0,2,72900,0.456,33248.07974
9,Dorn,-15,2,2,0,2,72900,0.288,20959.63088
2,TheWall,8,0,0,0,0,200,0.893,178.6924854
9,HighGarden,-15,2,2,0,2,72900,0.152,11051.69866
6,Dorn,-15,2,2,0,2,72900,0.598,43560.96424
9,TheWall,-15,2,2,0,2,72900,0.280,20420.10131
9,TheWall,-15,2,2,0,2,72900,0.292,21278.22291
9,TheWall,-15,2,2,0,2,72900,0.611,44508.24779
9,TheWall,-7,2,2,0,2,72100,0.011,773.1405382
9,TheWall,-7,2,2,0,2,72100,0.362,26107.62962
7,TheWall,-8,2,2,0,2,72200,0.201,14483.39821
6,TheWall,-15,2,2,0,2,72900,0.357,25996.38039
9,Dorn,-14,2,2,0,2,72800,0.685,49835.12508
9,HighGarden,-13,2,2,0,2,72700,0.681,49503.3941
6,TheWall,-15,2,2,0,2,72900,0.672,49012.36688
7,TheWall,-9,2,2,0,2,72300,0.585,42274.78415
9,TheWall,-15,2,2,0,2,72900,0.433,31580.73455
6,TheWall,-6,2,2,0,2,72000,0.506,36423.11264
6,HighGarden,-15,2,2,0,2,72900,0.683,49781.42318
9,HighGarden,-15,2,2,0,2,72900,0.609,44384.42513
4,TheWall,-2,1,1,0,1,36400,0.891,32438.78953
9,TheWall,-15,2,2,0,2,72900,0.376,27378.5414
9,TheWall,-5,1,1,0,1,36700,0.244,8958.055613
9,HighGarden,-15,2,2,0,2,72900,0.752,54784.90777
3,TheWall,3,0,0,0,0,700,0.487,340.8786593
3,TheWall,-2,1,1,0,1,36400,0.052,1887.479335
2,TheWall,-12,2,2,0,2,72600,0.731,53084.23595
5,TheWall,-13,2,2,0,2,72700,0.991,72015.21302
9,TheWall,-15,2,2,0,2,72900,0.088,6386.578135
9,TheWall,-15,2,2,0,2,72900,0.734,53501.61182
3,TheWall,-3,1,1,0,1,36500,0.411,15009.40812
1,TheWall,-2,1,1,0,1,36400,0.362,13182.60165
6,TheWall,-1,1,1,0,1,36300,0.192,6957.083436
9,TheWall,-15,2,2,0,2,72900,0.283,20627.93011
2,TheWall,1,0,0,0,0,900,0.851,765.6778635
1,TheWall,6,0,0,0,0,400,0.498,199.1700002
1,TheWall,-1,1,1,0,1,36300,0.880,31958.15455
3,Dorn,-3,1,1,0,1,36500,0.286,10425.12626
9,TheWall,-14,2,2,0,2,72800,0.451,32808.93231
9,TheWall,-14,2,2,0,2,72800,0.364,26492.72452
9,TheWall,-13,2,2,0,2,72700,0.199,14455.22864
8,TheWall,-8,2,2,0,2,72200,0.874,63084.65669
6,TheWall,-15,2,2,0,2,72900,0.868,63263.18206
9,HighGarden,-15,2,2,0,2,72900,0.456,33267.87163
9,HighGarden,-15,2,2,0,2,72900,0.829,60466.08768
8,Dorn,-8,2,2,0,2,72200,0.700,50552.7137
3,TheWall,-3,1,1,0,1,36500,0.911,33241.24393
9,HighGarden,-15,2,2,0,2,72900,0.521,37960.88545
4,HighGarden,-3,1,1,0,1,36500,0.628,22907.87858
9,Dorn,-15,2,2,0,2,72900,0.973,70946.17799
9,TheWall,-15,2,2,0,2,72900,0.451,32884.69877
9,TheWall,-15,2,2,0,2,72900,0.853,62183.46326
5,TheWall,-12,2,2,0,2,72600,0.204,14805.70612
9,TheWall,-15,2,2,0,2,72900,0.141,10243.99723
5,TheWall,-15,2,2,0,2,72900,0.689,50259.07741
9,TheWall,-15,2,2,0,2,72900,0.559,40757.62939
6,TheWall,-11,2,2,0,2,72500,0.684,49620.61966
9,TheWall,-10,2,2,0,2,72400,0.352,25474.59208
3,HighGarden,-4,1,1,0,1,36600,0.264,9674.494247
6,TheWall,-6,2,2,0,2,72000,0.063,4535.570793
4,TheWall,-4,1,1,0,1,36600,0.722,26437.80286
9,TheWall,-15,2,2,0,2,72900,0.872,63561.82134
5,TheWall,-5,1,1,0,1,36700,0.378,13861.26654
9,TheWall,-15,2,2,0,2,72900,0.606,44190.81098
9,TheWall,-15,2,2,0,2,72900,0.331,24147.0456
9,TheWall,-15,2,2,0,2,72900,0.265,19332.74049
8,Dorn,-15,2,2,0,2,72900,0.260,18937.23274
1,TheWall,0,0,0,0,0,1000,0.785,785.3430494
6,TheWall,-11,2,2,0,2,72500,0.807,58482.5131
9,TheWall,-15,2,2,0,2,72900,0.941,68571.04587
6,TheWall,-15,2,2,0,2,72900,0.973,70939.80826
6,TheWall,-15,2,2,0,2,72900,0.106,7700.148295
9,HighGarden,-15,2,2,0,2,72900,0.254,18481.64993
9,HighGarden,-15,2,2,0,2,72900,0.026,1898.420555
4,HighGarden,-7,2,2,0,2,72100,0.625,45032.04468
9,TheWall,-7,2,2,0,2,72100,0.009,640.6470467
3,TheWall,-1,1,1,0,1,36300,0.065,2367.299274
7,Dorn,-11,2,2,0,2,72500,0.737,53431.96585
4,TheWall,-13,2,2,0,2,72700,0.730,53063.40691
4,HighGarden,-14,2,2,0,2,72800,0.477,34701.35707
5,Dorn,-5,1,1,0,1,36700,0.160,5882.452649
9,HighGarden,-15,2,2,0,2,72900,0.800,58305.36799
4,TheWall,-1,1,1,0,1,36300,0.696,25276.31532
7,TheWall,-7,2,2,0,2,72100,0.338,24358.06841
8,Dorn,-8,2,2,0,2,72200,0.619,44700.49259
9,Dorn,-11,2,2,0,2,72500,0.881,63889.14148
6,TheWall,-4,1,1,0,1,36600,0.425,15549.96434
9,TheWall,-15,2,2,0,2,72900,0.830,60509.56566
9,TheWall,-15,2,2,0,2,72900,0.630,45953.75583
0,TheWall,1,0,0,0,0,900,0.256,230.6420269
1,TheWall,-1,1,1,0,1,36300,0.309,11230.58762
6,TheWall,-11,2,2,0,2,72500,0.944,68425.49428
9,TheWall,-15,2,2,0,2,72900,0.650,47378.00621
9,TheWall,-15,2,2,0,2,72900,0.096,6997.507306
9,TheWall,-15,2,2,0,2,72900,0.640,46677.21462
9,TheWall,-15,2,2,0,2,72900,0.606,44158.32217
2,TheWall,-15,2,2,0,2,72900,0.995,72567.67697
7,Dorn,-7,2,2,0,2,72100,0.969,69849.95598
9,HighGarden,-15,2,2,0,2,72900,0.137,9957.272062
9,HighGarden,-15,2,2,0,2,72900,0.522,38047.87459
9,HighGarden,-15,2,2,0,2,72900,0.810,59069.49513
9,TheWall,-15,2,2,0,2,72900,0.062,4522.591516
9,TheWall,-15,2,2,0,2,72900,0.007,490.1260996
9,TheWall,-15,2,2,0,2,72900,0.359,26134.69622
6,Winterfell,-14,2,2,0,2,72800,0.809,58880.3616
6,TheWall,-12,2,2,0,2,72600,0.555,40296.77804
4,TheWall,-15,2,2,0,2,72900,0.837,60993.77098
3,TheWall,-4,1,1,0,1,36600,0.084,3063.878744
9,TheWall,-10,2,2,0,2,72400,0.235,17005.91527
5,TheWall,-10,2,2,0,2,72400,0.567,41053.56065
5,TheWall,-5,1,1,0,1,36700,0.529,19415.82503
9,TheWall,-15,2,2,0,2,72900,0.653,47606.14009
9,TheWall,-15,2,2,0,2,72900,0.086,6294.936456
1,TheWall,0,0,0,0,0,1000,0.119,118.6048314
1,TheWall,2,0,0,0,0,800,0.820,656.2597766
5,Dorn,-15,2,2,0,2,72900,0.867,63215.02252
2,TheWall,-7,2,2,0,2,72100,0.474,34200.44586
8,Dorn,-15,2,2,0,2,72900,0.108,7864.543146
8,HighGarden,-15,2,2,0,2,72900,0.431,31388.08023
9,Dorn,-11,2,2,0,2,72500,0.576,41741.83322
6,TheWall,-11,2,2,0,2,72500,0.500,36214.03226
3,Dorn,-3,1,1,0,1,36500,0.030,1109.496094
9,HighGarden,-15,2,2,0,2,72900,0.236,17181.19483
9,HighGarden,-15,2,2,0,2,72900,0.667,48590.78369
1,TheWall,-9,2,2,0,2,72300,0.463,33497.31121
2,TheWall,-15,2,2,0,2,72900,0.495,36066.87279
7,Winterfell,-15,2,2,0,2,72900,0.910,66371.18235
1,Winterfell,0,0,0,0,0,1000,0.214,213.5775424
6,Winterfell,-15,2,2,0,2,72900,0.158,11502.37359
9,TheWall,-8,2,2,0,2,72200,0.260,18806.04341
3,TheWall,-2,1,1,0,1,36400,0.251,9151.140578
5,TheWall,-5,1,1,0,1,36700,0.956,35086.21922
3,TheWall,-5,1,1,0,1,36700,0.076,2787.903184
3,TheWall,-2,1,1,0,1,36400,0.731,26592.96609
8,Winterfell,-12,2,2,0,2,72600,0.202,14683.98108
0,HighGarden,-6,2,2,0,2,72000,0.832,59868.09752
7,TheWall,-8,2,2,0,2,72200,0.523,37763.43728
3,TheWall,-3,1,1,0,1,36500,0.299,10918.32474
7,TheWall,-7,2,2,0,2,72100,0.219,15793.95901
6,HighGarden,-13,2,2,0,2,72700,0.031,2286.781809
9,Dorn,-15,2,2,0,2,72900,0.657,47912.13945
9,HighGarden,-15,2,2,0,2,72900,0.125,9108.035911
9,HighGarden,-15,2,2,0,2,72900,0.612,44627.30911
7,TheWall,-14,2,2,0,2,72800,0.229,16645.37711
0,TheWall,6,0,0,0,0,400,0.922,368.7696466
9,Dorn,-15,2,2,0,2,72900,0.302,22002.90495
9,TheWall,-13,2,2,0,2,72700,0.881,64045.84866
6,TheWall,-5,1,1,0,1,36700,0.611,22416.39783
9,Dorn,-15,2,2,0,2,72900,0.677,49382.07368
8,TheWall,-8,2,2,0,2,72200,0.009,628.795161
6,TheWall,-15,2,2,0,2,72900,0.397,28948.99525
6,TheWall,-15,2,2,0,2,72900,0.362,26380.45536
9,TheWall,-15,2,2,0,2,72900,0.426,31020.25191
9,HighGarden,-14,2,2,0,2,72800,0.711,51751.41196
9,HighGarden,-12,2,2,0,2,72600,0.585,42501.8937
2,TheWall,-3,1,1,0,1,36500,0.133,4837.394358
8,HighGarden,-8,2,2,0,2,72200,0.245,17687.11738
6,Dorn,-7,2,2,0,2,72100,0.390,28102.17641
9,Dorn,-9,2,2,0,2,72300,0.955,69015.84021
9,Dorn,-9,2,2,0,2,72300,0.916,66198.45196
9,TheWall,-9,2,2,0,2,72300,0.861,62240.64689
7,TheWall,-14,2,2,0,2,72800,0.293,21356.83798
7,TheWall,-14,2,2,0,2,72800,0.912,66374.00967
9,Dorn,-15,2,2,0,2,72900,0.460,33535.2684
9,Dorn,-15,2,2,0,2,72900,0.089,6459.353314
9,Dorn,-15,2,2,0,2,72900,0.963,70238.37934
9,Dorn,-15,2,2,0,2,72900,0.631,45987.32289
4,TheWall,-15,2,2,0,2,72900,0.004,297.8534819
6,Dorn,-5,1,1,0,1,36700,0.085,3123.262066
6,TheWall,-15,2,2,0,2,72900,0.187,13654.32692
6,TheWall,-15,2,2,0,2,72900,0.400,29160.35697
9,TheWall,-15,2,2,0,2,72900,0.208,15176.95053
9,TheWall,-15,2,2,0,2,72900,0.126,9182.101991
9,TheWall,-15,2,2,0,2,72900,0.979,71353.06914
4,TheWall,-4,1,1,0,1,36600,0.687,25142.12061
3,TheWall,-4,1,1,0,1,36600,0.179,6539.140228
8,TheWall,-3,1,1,0,1,36500,0.170,6218.264631
4,TheWall,1,0,0,0,0,900,0.898,808.6486646
8,TheWall,-8,2,2,0,2,72200,0.455,32870.02709
9,Dorn,-9,2,2,0,2,72300,0.849,61366.32829
9,Dorn,-9,2,2,0,2,72300,0.753,54424.20565
9,Dorn,-15,2,2,0,2,72900,0.490,35701.27567
9,Dorn,-15,2,2,0,2,72900,0.462,33705.62494
7,TheWall,-8,2,2,0,2,72200,0.978,70606.14299
7,TheWall,-8,2,2,0,2,72200,0.171,12324.72076
9,TheWall,-15,2,2,0,2,72900,0.292,21257.79593
9,TheWall,-13,2,2,0,2,72700,0.060,4351.598645
9,TheWall,-15,2,2,0,2,72900,0.948,69095.68582
4,TheWall,-6,2,2,0,2,72000,0.457,32902.81253
0,HighGarden,1,0,0,0,0,900,0.491,442.0769203
9,TheWall,-15,2,2,0,2,72900,0.165,12014.75112
1,TheWall,2,0,0,0,0,800,0.995,796.1810431
4,TheWall,0,0,0,0,0,1000,0.323,322.6983735
6,Dorn,-6,2,2,0,2,72000,0.481,34644.18622
9,Dorn,-10,2,2,0,2,72400,0.952,68916.58635
9,Dorn,-10,2,2,0,2,72400,0.352,25467.19828
9,TheWall,-15,2,2,0,2,72900,0.354,25770.49065
9,TheWall,-15,2,2,0,2,72900,0.348,25386.02639
9,Dorn,-10,2,2,0,2,72400,0.764,55325.12585
4,TheWall,-1,1,1,0,1,36300,0.450,16343.05803
7,TheWall,-7,2,2,0,2,72100,0.862,62119.11755
1,TheWall,-2,1,1,0,1,36400,0.420,15288.09188
4,HighGarden,-4,1,1,0,1,36600,0.169,6179.283298
9,TheWall,-15,2,2,0,2,72900,0.814,59348.16259
4,TheWall,-12,2,2,0,2,72600,0.352,25532.71122
6,TheWall,-7,2,2,0,2,72100,0.451,32539.38651
9,TheWall,-12,2,2,0,2,72600,0.722,52450.08828
3,HighGarden,-3,1,1,0,1,36500,0.556,20304.95904
9,TheWall,-12,2,2,0,2,72600,0.579,42032.03487
6,TheWall,-4,1,1,0,1,36600,0.701,25649.94141
9,Dorn,-15,2,2,0,2,72900,0.499,36341.88037
7,TheWall,-7,2,2,0,2,72100,0.922,66464.60118
9,HighGarden,-15,2,2,0,2,72900,0.502,36603.99022
3,Dorn,-15,2,2,0,2,72900,0.541,39445.4925
3,Dorn,-2,1,1,0,1,36400,0.552,20094.48023
9,TheWall,-15,2,2,0,2,72900,0.276,20109.68125
9,TheWall,-15,2,2,0,2,72900,0.078,5678.455701
4,TheWall,-15,2,2,0,2,72900,0.430,31355.56714
6,TheWall,-4,1,1,0,1,36600,0.618,22613.53316
9,TheWall,-15,2,2,0,2,72900,0.697,50835.27543
5,TheWall,-5,1,1,0,1,36700,0.435,15982.60934
5,HighGarden,-10,2,2,0,2,72400,0.766,55484.83879
6,TheWall,-14,2,2,0,2,72800,0.117,8519.576412
6,Dorn,-10,2,2,0,2,72400,0.649,47001.2648
4,TheWall,-7,2,2,0,2,72100,0.116,8391.498026
2,TheWall,-1,1,1,0,1,36300,0.306,11119.94764
3,TheWall,-3,1,1,0,1,36500,0.280,10211.58949
1,TheWall,3,0,0,0,0,700,0.114,79.55400114
9,TheWall,-13,2,2,0,2,72700,0.076,5560.132008
7,TheWall,-7,2,2,0,2,72100,0.725,52292.03194
2,TheWall,-2,1,1,0,1,36400,0.114,4151.628874
9,HighGarden,-14,2,2,0,2,72800,0.942,68598.6003
9,HighGarden,-15,2,2,0,2,72900,0.236,17213.2734
6,TheWall,-7,2,2,0,2,72100,0.665,47980.31222
9,TheWall,-12,2,2,0,2,72600,0.647,46949.13838
2,TheWall,-10,2,2,0,2,72400,0.929,67274.5036
1,TheWall,-5,1,1,0,1,36700,0.733,26899.49998
9,TheWall,-15,2,2,0,2,72900,0.311,22680.88936
6,HighGarden,-5,1,1,0,1,36700,0.419,15394.05968
2,TheWall,-2,1,1,0,1,36400,0.279,10143.97451
9,Dorn,-15,2,2,0,2,72900,0.360,26243.42651
9,Dorn,-15,2,2,0,2,72900,0.337,24600.52726
4,TheWall,-4,1,1,0,1,36600,0.651,23819.72339
9,TheWall,-15,2,2,0,2,72900,0.847,61735.48597
9,TheWall,-15,2,2,0,2,72900,0.844,61530.55367
9,TheWall,-15,2,2,0,2,72900,0.254,18532.6368
9,HighGarden,-15,2,2,0,2,72900,0.148,10779.26377
8,Dorn,4,0,0,0,0,600,0.279,167.4199031
9,TheWall,-15,2,2,0,2,72900,0.182,13284.95816
9,TheWall,-15,2,2,0,2,72900,0.142,10341.76394
9,TheWall,-15,2,2,0,2,72900,0.850,61992.64079
9,TheWall,-15,2,2,0,2,72900,0.868,63255.73884
7,HighGarden,-15,2,2,0,2,72900,0.662,48265.19037
7,HighGarden,-15,2,2,0,2,72900,0.784,57163.19375
3,TheWall,-13,2,2,0,2,72700,0.271,19669.981
9,TheWall,-15,2,2,0,2,72900,0.985,71806.3828
9,HighGarden,-15,2,2,0,2,72900,0.018,1317.186422
9,Dorn,-13,2,2,0,2,72700,0.574,41739.20422
6,TheWall,-6,2,2,0,2,72000,0.732,52729.97346
3,TheWall,-15,2,2,0,2,72900,0.389,28359.34273
1,TheWall,-3,1,1,0,1,36500,0.724,26427.87063
3,TheWall,-4,1,1,0,1,36600,0.512,18738.90059
6,TheWall,-14,2,2,0,2,72800,0.602,43834.38294
1,TheWall,6,0,0,0,0,400,0.793,317.3184493
1,TheWall,6,0,0,0,0,400,0.850,340.0425658
9,TheWall,-15,2,2,0,2,72900,0.537,39156.49286
3,TheWall,-3,1,1,0,1,36500,0.150,5493.236092
9,Dorn,-10,2,2,0,2,72400,0.345,24970.05538
6,TheWall,-15,2,2,0,2,72900,0.286,20869.41272
5,TheWall,-9,2,2,0,2,72300,0.906,65482.56788
6,TheWall,-15,2,2,0,2,72900,0.625,45541.98864
6,TheWall,-8,2,2,0,2,72200,0.071,5096.406714
9,TheWall,-15,2,2,0,2,72900,0.532,38792.25667
9,TheWall,-11,2,2,0,2,72500,0.653,47332.27807
8,TheWall,-2,1,1,0,1,36400,0.516,18791.64554
6,TheWall,-15,2,2,0,2,72900,0.759,55327.24801
7,TheWall,-7,2,2,0,2,72100,0.031,2199.8185
1,TheWall,-5,1,1,0,1,36700,0.698,25633.5844
8,TheWall,-10,2,2,0,2,72400,0.582,42153.46376
6,TheWall,-6,2,2,0,2,72000,0.503,36235.70513
9,TheWall,-15,2,2,0,2,72900,0.383,27887.73405
3,TheWall,-3,1,1,0,1,36500,0.782,28540.42504
9,Dorn,-15,2,2,0,2,72900,0.439,32021.47713
9,TheWall,-15,2,2,0,2,72900,0.829,60455.18301
9,Dorn,-15,2,2,0,2,72900,0.140,10184.86546
6,TheWall,-1,1,1,0,1,36300,0.858,31138.15669
7,TheWall,-7,2,2,0,2,72100,0.369,26580.44512
9,HighGarden,-11,2,2,0,2,72500,0.755,54706.53985
9,HighGarden,-15,2,2,0,2,72900,0.764,55719.07022
9,HighGarden,-15,2,2,0,2,72900,0.872,63599.29573
9,HighGarden,-15,2,2,0,2,72900,0.034,2497.224877
6,TheWall,-15,2,2,0,2,72900,0.683,49803.36539
2,TheWall,1,0,0,0,0,900,0.935,841.8969052
3,TheWall,-3,1,1,0,1,36500,0.310,11314.76573
3,TheWall,-1,1,1,0,1,36300,0.364,13208.24865
4,TheWall,-4,1,1,0,1,36600,0.099,3616.466523
6,TheWall,-1,1,1,0,1,36300,0.293,10632.57376
9,TheWall,-15,2,2,0,2,72900,0.777,56640.47002
9,TheWall,-15,2,2,0,2,72900,0.973,70947.93709
9,TheWall,-15,2,2,0,2,72900,0.396,28842.70795
9,Dorn,-8,2,2,0,2,72200,0.816,58934.87163
5,Dorn,-13,2,2,0,2,72700,0.435,31621.01883
9,HighGarden,-15,2,2,0,2,72900,0.647,47176.52956
8,HighGarden,-15,2,2,0,2,72900,0.621,45258.01497
9,TheWall,-15,2,2,0,2,72900,0.935,68146.8146
9,TheWall,-15,2,2,0,2,72900,0.407,29690.31672
5,TheWall,-15,2,2,0,2,72900,0.093,6798.473409
8,Winterfell,-8,2,2,0,2,72200,0.864,62385.34965
9,HighGarden,-15,2,2,0,2,72900,0.502,36630.24748
9,HighGarden,-15,2,2,0,2,72900,0.540,39378.99379
9,HighGarden,-15,2,2,0,2,72900,0.890,64849.46976
3,HighGarden,-3,1,1,0,1,36500,0.722,26362.1973
3,TheWall,-3,1,1,0,1,36500,0.159,5798.351122
9,TheWall,-11,2,2,0,2,72500,0.504,36526.6673
5,TheWall,-4,1,1,0,1,36600,0.855,31304.04507
0,TheWall,3,0,0,0,0,700,0.661,462.9692568
3,TheWall,-2,1,1,0,1,36400,0.442,16088.50323
3,Winterfell,-3,1,1,0,1,36500,0.427,15571.84111
6,TheWall,0,0,0,0,0,1000,0.655,654.6270642
3,Dorn,-8,2,2,0,2,72200,0.345,24911.92875
3,Dorn,-8,2,2,0,2,72200,0.719,51927.11519
5,TheWall,-12,2,2,0,2,72600,0.440,31975.0441
9,HighGarden,-15,2,2,0,2,72900,0.074,5381.234177
9,Dorn,-15,2,2,0,2,72900,0.275,20012.75067
9,Winterfell,-15,2,2,0,2,72900,0.549,40033.96288
9,Winterfell,-15,2,2,0,2,72900,0.427,31143.29317
9,TheWall,-15,2,2,0,2,72900,0.386,28155.59685
6,TheWall,-6,2,2,0,2,72000,0.798,57448.10723
9,TheWall,-5,1,1,0,1,36700,0.286,10497.5752
3,TheWall,5,0,0,0,0,500,0.687,343.4267966
6,TheWall,-11,2,2,0,2,72500,0.264,19162.07078
9,TheWall,-15,2,2,0,2,72900,0.818,59642.42673
2,TheWall,6,0,0,0,0,400,0.585,233.9021744
5,TheWall,-5,1,1,0,1,36700,0.278,10214.03843
3,TheWall,-2,1,1,0,1,36400,0.843,30670.14559
5,TheWall,-13,2,2,0,2,72700,0.588,42776.14485
9,TheWall,-15,2,2,0,2,72900,0.995,72523.51596
6,TheWall,-15,2,2,0,2,72900,0.358,26083.06729
9,TheWall,-9,2,2,0,2,72300,0.647,46745.12675
3,TheWall,-3,1,1,0,1,36500,0.324,11841.62181
6,TheWall,-11,2,2,0,2,72500,0.081,5870.020059
6,Dorn,-4,1,1,0,1,36600,0.937,34298.61594
3,TheWall,-10,2,2,0,2,72400,0.578,41811.36051
6,TheWall,-8,2,2,0,2,72200,0.542,39140.10017
9,Dorn,-15,2,2,0,2,72900,0.439,31971.54318
5,TheWall,-15,2,2,0,2,72900,0.705,51387.23289
5,TheWall,-5,1,1,0,1,36700,0.762,27971.68585
9,HighGarden,-15,2,2,0,2,72900,0.385,28078.0654
6,TheWall,-11,2,2,0,2,72500,0.213,15431.09538
9,TheWall,-15,2,2,0,2,72900,0.627,45680.49332
9,HighGarden,-15,2,2,0,2,72900,0.019,1356.41891
9,TheWall,-15,2,2,0,2,72900,0.649,47281.87536
6,TheWall,-6,2,2,0,2,72000,0.189,13621.81375
6,TheWall,-10,2,2,0,2,72400,0.152,11039.75824
6,Dorn,-6,2,2,0,2,72000,0.838,60342.26142
9,TheWall,-10,2,2,0,2,72400,0.697,50480.0283
9,TheWall,-10,2,2,0,2,72400,0.262,18957.98201
9,TheWall,-10,2,2,0,2,72400,0.084,6100.762818
6,Winterfell,-10,2,2,0,2,72400,0.125,9050.411758
3,HighGarden,-3,1,1,0,1,36500,0.980,35787.19092
8,TheWall,-12,2,2,0,2,72600,0.173,12557.18517
9,Dorn,-15,2,2,0,2,72900,0.463,33765.42817
9,TheWall,-15,2,2,0,2,72900,0.341,24822.79197
5,TheWall,-13,2,2,0,2,72700,0.411,29854.93277
5,TheWall,-13,2,2,0,2,72700,0.354,25771.51638
9,HighGarden,-11,2,2,0,2,72500,0.842,61013.65407
6,TheWall,-6,2,2,0,2,72000,0.069,4943.610663
6,TheWall,-11,2,2,0,2,72500,0.750,54369.2895
2,TheWall,-15,2,2,0,2,72900,0.616,44890.41155
0,TheWall,0,0,0,0,0,1000,0.525,524.8780161
6,TheWall,-2,1,1,0,1,36400,0.033,1202.830859
6,TheWall,-2,1,1,0,1,36400,0.878,31969.97258
9,HighGarden,-15,2,2,0,2,72900,0.610,44434.27744
5,TheWall,-5,1,1,0,1,36700,0.331,12157.72979
3,TheWall,-15,2,2,0,2,72900,0.870,63405.1831
7,TheWall,-1,1,1,0,1,36300,0.629,22830.02337
9,TheWall,-13,2,2,0,2,72700,0.072,5235.246284
6,TheWall,-3,1,1,0,1,36500,0.065,2356.512181
9,HighGarden,-14,2,2,0,2,72800,0.375,27282.699
9,TheWall,-15,2,2,0,2,72900,0.404,29478.67345
9,TheWall,-15,2,2,0,2,72900,0.346,25224.7243
8,TheWall,-10,2,2,0,2,72400,0.678,49118.60432
8,TheWall,-15,2,2,0,2,72900,0.704,51293.80657
1,TheWall,-1,1,1,0,1,36300,0.128,4643.407979
9,TheWall,-15,2,2,0,2,72900,0.193,14080.16605
4,Dorn,2,0,0,0,0,800,0.001,0.841030845
9,Dorn,-15,2,2,0,2,72900,0.290,21109.57623
9,TheWall,-15,2,2,0,2,72900,0.320,23360.90138
9,TheWall,-4,1,1,0,1,36600,0.358,13108.19772
4,TheWall,-5,1,1,0,1,36700,0.339,12433.41525
9,TheWall,-15,2,2,0,2,72900,0.707,51572.32315
8,TheWall,-8,2,2,0,2,72200,0.035,2493.580494
1,TheWall,-2,1,1,0,1,36400,0.599,21793.83955
9,Dorn,-15,2,2,0,2,72900,0.926,67538.98921
9,TheWall,-5,1,1,0,1,36700,0.004,130.4405981
9,TheWall,-15,2,2,0,2,72900,0.992,72284.3717
9,TheWall,-15,2,2,0,2,72900,0.826,60193.39031
9,HighGarden,-15,2,2,0,2,72900,0.679,49510.07768
9,HighGarden,-15,2,2,0,2,72900,0.114,8298.048816
5,TheWall,-10,2,2,0,2,72400,0.408,29534.73204
2,TheWall,-2,1,1,0,1,36400,0.173,6300.168648
3,TheWall,2,0,0,0,0,800,0.320,255.6894013
3,TheWall,2,0,0,0,0,800,0.504,402.9959097
5,TheWall,1,0,0,0,0,900,0.848,763.5257556
6,Dorn,-1,1,1,0,1,36300,0.641,23259.07432
6,TheWall,-10,2,2,0,2,72400,0.522,37809.60001
3,TheWall,-1,1,1,0,1,36300,0.373,13537.67329
9,TheWall,-15,2,2,0,2,72900,0.723,52725.83884
9,TheWall,-15,2,2,0,2,72900,0.080,5835.04545
9,Dorn,-14,2,2,0,2,72800,0.718,52277.64379
7,HighGarden,-11,2,2,0,2,72500,0.772,55990.35803
3,TheWall,-8,2,2,0,2,72200,0.202,14550.54392
8,TheWall,-3,1,1,0,1,36500,0.735,26830.02337
1,TheWall,-15,2,2,0,2,72900,0.709,51681.94025
3,TheWall,-3,1,1,0,1,36500,0.373,13615.9876
4,TheWall,-5,1,1,0,1,36700,0.799,29337.22252
8,HighGarden,-9,2,2,0,2,72300,0.604,43659.05326
7,TheWall,-8,2,2,0,2,72200,0.204,14755.57951
9,TheWall,-15,2,2,0,2,72900,0.460,33568.55039
7,TheWall,-14,2,2,0,2,72800,0.941,68503.18042
9,Dorn,-15,2,2,0,2,72900,0.560,40844.57452
9,Dorn,-15,2,2,0,2,72900,0.224,16295.1959
9,TheWall,-15,2,2,0,2,72900,0.217,15811.07512
9,TheWall,-15,2,2,0,2,72900,0.086,6259.53627
9,TheWall,-12,2,2,0,2,72600,0.423,30673.9396
5,TheWall,-3,1,1,0,1,36500,0.852,31095.67344
3,TheWall,-3,1,1,0,1,36500,0.477,17418.96954
6,TheWall,-6,2,2,0,2,72000,0.521,37519.57615
9,Dorn,-12,2,2,0,2,72600,0.350,25423.78718
9,HighGarden,-15,2,2,0,2,72900,0.846,61647.82422
9,HighGarden,-15,2,2,0,2,72900,0.117,8535.835057
9,HighGarden,-15,2,2,0,2,72900,0.388,28287.31524
6,TheWall,-4,1,1,0,1,36600,0.899,32904.75896
6,TheWall,-4,1,1,0,1,36600,0.421,15413.4362
8,TheWall,-2,1,1,0,1,36400,0.673,24495.44334
9,TheWall,-12,2,2,0,2,72600,0.776,56341.67389
8,TheWall,-15,2,2,0,2,72900,0.912,66508.28784
0,TheWall,-10,2,2,0,2,72400,0.867,62772.31897
0,TheWall,-10,2,2,0,2,72400,0.926,67053.78717
7,Dorn,-8,2,2,0,2,72200,0.777,56106.64143
3,TheWall,-3,1,1,0,1,36500,0.656,23945.98445
